id,external_id,season,season_type,week,home_team_id,away_team_id,game_date,kickoff_time,status,quarter,time_remaining,home_score,away_score,home_score_q1,home_score_q2,home_score_q3,home_score_q4,home_score_ot,away_score_q1,away_score_q2,away_score_q3,away_score_q4,away_score_ot,stadium,dome,surface,temperature,wind_speed,weather_condition,home_spread,total_over_under,checksum,created_at,updated_at
2686,2023_12_CLE_DEN,2023,REG,12,59,40,2023-11-26 00:00:00,2023-11-26 00:00:00,FINAL,,,29,12,,,,,,,,,,,Empower Field at Mile High,f,grass,40,5,,,,dc64a8859e2397111c6f23ef48af9643f98a10a88536b302d3adbe3b11cf65ac,2025-09-18 19:10:18.261288,2025-09-19 22:25:42.013236
2687,2023_12_KC_LV,2023,REG,12,57,70,2023-11-26 00:00:00,2023-11-26 00:00:00,FINAL,,,17,31,,,,,,,,,,,Allegiant Stadium,t,grass,,,,,,0e855f5cc064d4641cbe42c035d77dce5190f4d5c345392f2ab8e34cf98fb61e,2025-09-18 19:10:18.261289,2025-09-19 22:25:42.013236
2688,2023_12_BUF_PHI,2023,REG,12,60,71,2023-11-26 00:00:00,2023-11-26 00:00:00,FINAL,,,37,34,,,,,,,,,,,Lincoln Financial Field,f,grass,47,6,,,,d255ef0585466f5e07f6ae5568e251a4bd85354f060c95e892b9387ca03ced2e,2025-09-18 19:10:18.261289,2025-09-19 22:25:42.013236
2689,2023_12_BAL_LAC,2023,REG,12,55,48,2023-11-26 00:00:00,2023-11-26 00:00:00,FINAL,,,10,20,,,,,,,,,,,SoFi Stadium,t,matrixturf,,,,,,0ba9313c951619ae2f46f677a17ee18982304b501672f9aa24fccd65829f6661,2025-09-18 19:10:18.26129,2025-09-19 22:25:42.013237
2690,2023_12_CHI_MIN,2023,REG,12,43,68,2023-11-27 00:00:00,2023-11-27 00:00:00,FINAL,,,10,12,,,,,,,,,,,U.S. Bank Stadium,t,sportturf,,,,,,61f68c472ceba7b55422a7fb2cf67a271beaf4fdc2c79a12fd80f0f037a2ed92,2025-09-18 19:10:18.261291,2025-09-19 22:25:42.013237
2691,2023_13_SEA_DAL,2023,REG,13,41,45,2023-11-30 00:00:00,2023-11-30 00:00:00,FINAL,,,41,35,,,,,,,,,,,AT&T Stadium,t,matrixturf,,,,,,58bc742a80dccf7159afbeef32f35afef48ea75bd6a2c67f76464764141bde6f,2025-09-18 19:10:18.261292,2025-09-19 22:25:42.013237
2692,2023_13_DEN_HOU,2023,REG,13,52,59,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,22,17,,,,,,,,,,,NRG Stadium,t,astroturf,,,,,,1bcf54b54772896ef12beffe345735cbdbb0a67e008754483bee14b4e276454d,2025-09-18 19:10:18.261292,2025-09-19 22:25:42.013238
2693,2023_13_LAC_NE,2023,REG,13,51,55,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,0,6,,,,,,,,,,,Gillette Stadium,f,fieldturf,44,8,,,,771ecd3dd181bf44e85df1686ab7806897225447093d9dd65bf6223eadba6245,2025-09-18 19:10:18.261293,2025-09-19 22:25:42.013238
2694,2023_13_DET_NO,2023,REG,13,50,69,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,28,33,,,,,,,,,,,Mercedes-Benz Superdome,t,sportturf,,,,,,d378b9f91ae208425474f50637e9cce3e7659b1daf505e24e2f2239c839d7c82,2025-09-18 19:10:18.261294,2025-09-19 22:25:42.013238
2695,2023_13_ATL_NYJ,2023,REG,13,67,63,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,8,13,,,,,,,,,,,MetLife Stadium,f,fieldturf,50,8,,,,7b3977d6c5c3bb0e0627be1816f766a5fbfb96018e72673aeecb808fe5c65f52,2025-09-18 19:10:18.261294,2025-09-19 22:25:42.013238
2696,2023_13_ARI_PIT,2023,REG,13,65,54,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,10,24,,,,,,,,,,,Acrisure Stadium,f,grass,56,12,,,,cc767d23a68fae259e8807f4d93b92eaccb1eeaec44ff97b41d5436b7520ab21,2025-09-18 19:10:18.261295,2025-09-19 22:25:42.013239
2697,2023_13_IND_TEN,2023,REG,13,66,62,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,28,31,,,,,,,,,,,Nissan Stadium,f,grass,53,13,,,,3a0c1c5774d1a8b871ce6697fd7f55d82f7308f3c766bc5d7b379100bd6030b9,2025-09-18 19:10:18.261296,2025-09-19 22:25:42.013239
2698,2023_13_MIA_WAS,2023,REG,13,46,39,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,15,45,,,,,,,,,,,FedExField,f,grass,53,2,,,,89680c90b20b1aa38a7e4a3b29a815acccfc4f7732ed1b1c9d2b475f40404b1a,2025-09-18 19:10:18.261297,2025-09-19 22:25:42.013239
2699,2023_13_CAR_TB,2023,REG,13,58,47,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,21,18,,,,,,,,,,,Raymond James Stadium,f,grass,81,8,,,,79da8d283d018ca3f117eee0893c5f78835d2dfb927e7fcfc034070c39da348b,2025-09-18 19:10:18.261297,2025-09-19 22:25:42.01324
2700,2023_13_CLE_LA,2023,REG,13,56,40,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,36,19,,,,,,,,,,,SoFi Stadium,t,matrixturf,,,,,,47501ffe74dfd530b93ac454e5570e417ac0ec02d0180b91ccd5fafe6fd77304,2025-09-18 19:10:18.261298,2025-09-19 22:25:42.01324
2701,2023_13_SF_PHI,2023,REG,13,60,38,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,19,42,,,,,,,,,,,Lincoln Financial Field,f,grass,52,44,,,,b946ccaa78691ebd82b8e8040c86ba165830c8692432e6326cec8f1534a40e5d,2025-09-18 19:10:18.261298,2025-09-19 22:25:42.01324
2702,2023_13_KC_GB,2023,REG,13,53,70,2023-12-03 00:00:00,2023-12-03 00:00:00,FINAL,,,27,19,,,,,,,,,,,Lambeau Field,f,grass,31,9,,,,b1cce76be2e3b424fafeea54d2a55924b0720e7a49ecb136f702353a8a27b4a7,2025-09-18 19:10:18.261299,2025-09-19 22:25:42.013241
2703,2023_13_CIN_JAX,2023,REG,13,61,42,2023-12-04 00:00:00,2023-12-04 00:00:00,FINAL,,,31,34,,,,,,,,,,,TIAA Bank Stadium,f,grass,61,4,,,,4a31d65ad678c92bb629cb88efecdddde0e9deaeaa456af61f0ca45a18f4c5a4,2025-09-18 19:10:18.2613,2025-09-19 22:25:42.013241
2704,2023_14_NE_PIT,2023,REG,14,65,51,2023-12-07 00:00:00,2023-12-07 00:00:00,FINAL,,,18,21,,,,,,,,,,,Acrisure Stadium,f,grass,42,5,,,,0f64217c7945bceba4ff725864cd33f247e01dfbf0754590631dc0c1f5cc4a39,2025-09-18 19:10:18.261301,2025-09-19 22:25:42.013241
2705,2023_14_TB_ATL,2023,REG,14,63,58,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,25,29,,,,,,,,,,,Mercedes-Benz Stadium,t,fieldturf,,,,,,875c1b440366768735c4b1714a35bb53f1ca3fa232690e36c17c39311dec6648,2025-09-18 19:10:18.261301,2025-09-19 22:25:42.013241
2706,2023_14_LA_BAL,2023,REG,14,48,56,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,37,31,,,,,,,,,,,M&T Bank Stadium,f,grass,57,5,,,,d803db69edebff6ce01528ffc92868d601ff3d4b1d75d12c8ce6025803f31907,2025-09-18 19:10:18.261302,2025-09-19 22:25:42.013242
2707,2023_14_DET_CHI,2023,REG,14,68,69,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,28,13,,,,,,,,,,,Soldier Field,f,grass,36,12,,,,93d3dd81255950751fe3a0b9fb29a35db598123a3b7a853324ef400941c07587,2025-09-18 19:10:18.261303,2025-09-19 22:25:42.013242
2708,2023_14_IND_CIN,2023,REG,14,42,62,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,34,14,,,,,,,,,,,Paycor Stadium,f,fieldturf,40,9,,,,24b827ea10c6ad12d0b7deaa4a1bcdfe7459b8f59d6e172a74b7ae7dcc55d0a7,2025-09-18 19:10:18.261303,2025-09-19 22:25:42.013242
2709,2023_14_JAX_CLE,2023,REG,14,40,61,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,31,27,,,,,,,,,,,FirstEnergy Stadium,f,grass,39,11,,,,627f65897e2b9557eac8480e495ab652a5f42e4e412076c55388b20c5f460665,2025-09-18 19:10:18.261304,2025-09-19 22:25:42.013243
2710,2023_14_CAR_NO,2023,REG,14,50,47,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,28,6,,,,,,,,,,,Mercedes-Benz Superdome,t,sportturf,,,,,,036732511980cc527f51ca053104a5eb30bcb5595e8051d6d965355ca99df8f4,2025-09-18 19:10:18.261304,2025-09-19 22:25:42.013243
2711,2023_14_HOU_NYJ,2023,REG,14,67,52,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,30,6,,,,,,,,,,,MetLife Stadium,f,fieldturf,58,7,,,,491cde6e0f13ed445091f2b879639a7f7b8125e91b48f7574e95eda1b1143a8c,2025-09-18 19:10:18.261305,2025-09-19 22:25:42.013243
2712,2023_14_MIN_LV,2023,REG,14,57,43,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,0,3,,,,,,,,,,,Allegiant Stadium,t,grass,,,,,,d5701ccfe5c9a91a539c7138a20efb255f7118bdc3d78b19b5f0b0cdb13f503d,2025-09-18 19:10:18.261306,2025-09-19 22:25:42.013244
2713,2023_14_SEA_SF,2023,REG,14,38,45,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,28,16,,,,,,,,,,,Levi's Stadium,f,grass,63,5,,,,de8917a56c21fe20943a960aa0a23bd996321dd43a453287ac593a3f6a379ee9,2025-09-18 19:10:18.261306,2025-09-19 22:25:42.013244
2714,2023_14_BUF_KC,2023,REG,14,70,71,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,17,20,,,,,,,,,,,GEHA Field at Arrowhead Stadium,f,grass,45,5,,,,b41e8dbc85b12bc836eb47d6447c641c2952e175fd8b33d214aca22e9e8dee88,2025-09-18 19:10:18.261307,2025-09-19 22:25:42.013244
2715,2023_14_DEN_LAC,2023,REG,14,55,59,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,7,24,,,,,,,,,,,SoFi Stadium,t,matrixturf,,,,,,9e948f6fc63c61e85e6f7c0876c3328f289ff10cfa25ccac140991b353a9ea95,2025-09-18 19:10:18.261308,2025-09-19 22:25:42.013244
2716,2023_14_PHI_DAL,2023,REG,14,41,60,2023-12-10 00:00:00,2023-12-10 00:00:00,FINAL,,,33,13,,,,,,,,,,,AT&T Stadium,t,matrixturf,,,,,,9f8dd39bea4ab8406bd0ae074f4898f702ded77649e74927fc54ca295a01486e,2025-09-18 19:10:18.261308,2025-09-19 22:25:42.013245
2717,2023_14_TEN_MIA,2023,REG,14,39,66,2023-12-11 00:00:00,2023-12-11 00:00:00,FINAL,,,27,28,,,,,,,,,,,Hard Rock Stadium,f,grass,64,9,,,,79f4f33024eba3b235e35db82a8789d8ff6702252f917315850c8967b3473613,2025-09-18 19:10:18.261309,2025-09-19 22:25:42.013245
2718,2023_14_GB_NYG,2023,REG,14,44,53,2023-12-11 00:00:00,2023-12-11 00:00:00,FINAL,,,24,22,,,,,,,,,,,MetLife Stadium,f,fieldturf,39,14,,,,5cac81f875b70cc2ff2b5a0a41d5c63a76890f1bf017bc4a055bf169522a2534,2025-09-18 19:10:18.261309,2025-09-19 22:25:42.013245
2719,2023_15_LAC_LV,2023,REG,15,57,55,2023-12-14 00:00:00,2023-12-14 00:00:00,FINAL,,,63,21,,,,,,,,,,,Allegiant Stadium,t,grass,,,,,,4d936a66971ec6813397deda9ecac2158e5ec1e117a228821d0aa0d6dd5386ef,2025-09-18 19:10:18.26131,2025-09-19 22:25:42.013246
2720,2023_15_MIN_CIN,2023,REG,15,42,43,2023-12-16 00:00:00,2023-12-16 00:00:00,FINAL,,,27,24,,,,,,,,,,,Paycor Stadium,f,fieldturf,53,5,,,,7882d13e05b28367cb36fed14838342da5d7d9bf94e0770750a6c6dfbe54e097,2025-09-18 19:10:18.261311,2025-09-19 22:25:42.013246
2721,2023_15_PIT_IND,2023,REG,15,62,65,2023-12-16 00:00:00,2023-12-16 00:00:00,FINAL,,,30,13,,,,,,,,,,,Lucas Oil Stadium,t,fieldturf,,,,,,069d62b478ffce6e04ab6a8e6af589548b1d262f878fe96fee432d8628514997,2025-09-18 19:10:18.261311,2025-09-19 22:25:42.013246
2722,2023_15_DEN_DET,2023,REG,15,69,59,2023-12-16 00:00:00,2023-12-16 00:00:00,FINAL,,,42,17,,,,,,,,,,,Ford Field,t,fieldturf,,,,,,d722cca5f9bf483c237902d902ce0ea471e95188c4fcf463ecc5b4956ce481e5,2025-09-18 19:10:18.261312,2025-09-19 22:25:42.013247
2723,2023_15_ATL_CAR,2023,REG,15,47,63,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,9,7,,,,,,,,,,,Bank of America Stadium,f,grass,47,11,,,,bd63ffe367065b5db794da3b9763286095ca7bb20006c2c0cfb1a787784d4459,2025-09-18 19:10:18.261313,2025-09-19 22:25:42.013247
2724,2023_15_CHI_CLE,2023,REG,15,40,68,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,20,17,,,,,,,,,,,FirstEnergy Stadium,f,grass,45,15,,,,f90f68ed467049900fead09328ea8c7472dda0b94ecb7e1e74ca7d4227a98792,2025-09-18 19:10:18.261313,2025-09-19 22:25:42.013247
2725,2023_15_TB_GB,2023,REG,15,53,58,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,20,34,,,,,,,,,,,Lambeau Field,f,grass,42,8,,,,171ef2c8b8cd783b126a1beaf622df431b166e09f3b70eb656dc004c6021e7f4,2025-09-18 19:10:18.261314,2025-09-19 22:25:42.013247
2726,2023_15_NYJ_MIA,2023,REG,15,39,67,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,30,0,,,,,,,,,,,Hard Rock Stadium,f,grass,76,15,,,,e1791ee3008a35d860d898d8c7457821c0c84c92aca43a5d24250cca1d4d3903,2025-09-18 19:10:18.261315,2025-09-19 22:25:42.013248
2727,2023_15_KC_NE,2023,REG,15,51,70,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,17,27,,,,,,,,,,,Gillette Stadium,f,fieldturf,53,7,,,,41449a1dc3d1e1d9769dbe45f381e67ecdeec5fed471547b20069428a24511e4,2025-09-18 19:10:18.261315,2025-09-19 22:25:42.013248
2728,2023_15_NYG_NO,2023,REG,15,50,44,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,24,6,,,,,,,,,,,Mercedes-Benz Superdome,t,sportturf,,,,,,ec69df5d27c28172391fd73ae3bf21e318a19becb0a7022fb9be71359a1368dc,2025-09-18 19:10:18.261316,2025-09-19 22:25:42.013248
2729,2023_15_HOU_TEN,2023,REG,15,66,52,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,16,19,,,,,,,,,,,Nissan Stadium,f,grass,48,9,,,,4699b89bfa97fd34c0250bb6bb39558cbb41b0904736629bc4b48b152f0c31e4,2025-09-18 19:10:18.261316,2025-09-19 22:25:42.013249
2730,2023_15_SF_ARI,2023,REG,15,54,38,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,29,45,,,,,,,,,,,State Farm Stadium,t,grass,,,,,,0ba8893ad81c9b257d1e8ec7c47add0f5157707f9b516f43b6b938e3dada197b,2025-09-18 19:10:18.261317,2025-09-19 22:25:42.013249
2731,2023_15_WAS_LA,2023,REG,15,56,46,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,28,20,,,,,,,,,,,SoFi Stadium,t,matrixturf,,,,,,453a9f9a5c67d8da55011912e8228aa24a438b1d4bfe84dbdec033f10ae057da,2025-09-18 19:10:18.261318,2025-09-19 22:25:42.013249
2732,2023_15_DAL_BUF,2023,REG,15,71,41,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,31,10,,,,,,,,,,,New Era Field,f,a_turf,48,9,,,,a5d69dddf95d221f57256e24754c1a43c8314d235e459bc329021ab47459c4b1,2025-09-18 19:10:18.261318,2025-09-19 22:25:42.013249
2733,2023_15_BAL_JAX,2023,REG,15,61,48,2023-12-17 00:00:00,2023-12-17 00:00:00,FINAL,,,7,23,,,,,,,,,,,TIAA Bank Stadium,f,grass,58,13,,,,695a4a6719a8afdbc8aa0c0273f58e65cf4113fb7d4c2f424c1969e0923ea16e,2025-09-18 19:10:18.261319,2025-09-19 22:25:42.01325
2734,2023_15_PHI_SEA,2023,REG,15,45,60,2023-12-18 00:00:00,2023-12-18 00:00:00,FINAL,,,20,17,,,,,,,,,,,Lumen Field,f,fieldturf,46,2,,,,466c194e2d7fbbd0664536ca6d7efdbccf2fcd60ad9e00d34f42b47e76c05d4c,2025-09-18 19:10:18.26132,2025-09-19 22:25:42.01325
2735,2023_16_NO_LA,2023,REG,16,56,50,2023-12-21 00:00:00,2023-12-21 00:00:00,FINAL,,,30,22,,,,,,,,,,,SoFi Stadium,t,matrixturf,,,,,,558815d86d0e367620beea9d1ed7db8c235759b8322902e2e53c6891f2074380,2025-09-18 19:10:18.26132,2025-09-19 22:25:42.01325
2736,2023_16_CIN_PIT,2023,REG,16,65,42,2023-12-23 00:00:00,2023-12-23 00:00:00,FINAL,,,34,11,,,,,,,,,,,Acrisure Stadium,f,grass,49,5,,,,93e7128ae98ca4fbecfe633c5b0dce934cf2dccb8ad7b9d8e3770f2a7b627749,2025-09-18 19:10:18.261322,2025-09-19 22:25:42.013251
2737,2023_16_BUF_LAC,2023,REG,16,55,71,2023-12-23 00:00:00,2023-12-23 00:00:00,FINAL,,,22,24,,,,,,,,,,,SoFi Stadium,t,matrixturf,,,,,,892ab835ceb7beaae06b4b2c1a2d98a8a60b84c2e9391a29f68e155a4615e5df,2025-09-18 19:10:18.261322,2025-09-19 22:25:42.013251
2738,2023_16_IND_ATL,2023,REG,16,63,62,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,29,10,,,,,,,,,,,Mercedes-Benz Stadium,t,fieldturf,,,,,,b22f2c47c21daec9d9ac1fb49799f350365993b00a48aed260e9fa5a9439088e,2025-09-18 19:10:18.261323,2025-09-19 22:25:42.013251
2739,2023_16_GB_CAR,2023,REG,16,47,53,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,30,33,,,,,,,,,,,Bank of America Stadium,f,grass,67,1,,,,8fe1477506a40b8a5c194b710997c86baeee3aefaae7b6d66757665c8cb74d02,2025-09-18 19:10:18.261324,2025-09-19 22:25:42.013252
2740,2023_16_CLE_HOU,2023,REG,16,52,40,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,22,36,,,,,,,,,,,NRG Stadium,t,astroturf,,,,,,22a46f58526e376251e59e10968d74482e1cb36e62701c91e36500c5e51d8908,2025-09-18 19:10:18.261324,2025-09-19 22:25:42.013252
2741,2023_16_DET_MIN,2023,REG,16,43,69,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,24,30,,,,,,,,,,,U.S. Bank Stadium,t,sportturf,,,,,,4dd0f4ab34e02cb6d93aab89c78c8c65727a401e195cc0b42c92c6eb180cca5a,2025-09-18 19:10:18.261325,2025-09-19 22:25:42.013252
2742,2023_16_WAS_NYJ,2023,REG,16,67,46,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,30,28,,,,,,,,,,,MetLife Stadium,f,fieldturf,45,2,,,,ac272dfc64053260431b17ed07182c5d493e8ba3d80cf090116f9eee6d34a81b,2025-09-18 19:10:18.261326,2025-09-19 22:25:42.013252
2743,2023_16_SEA_TEN,2023,REG,16,66,45,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,17,20,,,,,,,,,,,Nissan Stadium,f,grass,61,4,,,,c29767f50f49b690ed887721cbb5fc2d66cb76527d09638967b99b36f32bf013,2025-09-18 19:10:18.261326,2025-09-19 22:25:42.013253
2744,2023_16_JAX_TB,2023,REG,16,58,61,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,30,12,,,,,,,,,,,Raymond James Stadium,f,grass,72,11,,,,36651af9135f1d5cbe8f87809bdfbbdd7338c028f39da489ef8437418b68db2d,2025-09-18 19:10:18.261327,2025-09-19 22:25:42.013253
2745,2023_16_ARI_CHI,2023,REG,16,68,54,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,27,16,,,,,,,,,,,Soldier Field,f,grass,52,4,,,,ad33500fca325fc93094a8f34cf3f8d54990614425a9fe2ca912fd1fbee7ddc2,2025-09-18 19:10:18.261328,2025-09-19 22:25:42.013253
2746,2023_16_DAL_MIA,2023,REG,16,39,41,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,22,20,,,,,,,,,,,Hard Rock Stadium,f,grass,75,15,,,,b29460141d05452bd3d9743a3914ac265d96e6d9bbdbe3475de98b6c2cd884b8,2025-09-18 19:10:18.261328,2025-09-19 22:25:42.013254
2747,2023_16_NE_DEN,2023,REG,16,59,51,2023-12-24 00:00:00,2023-12-24 00:00:00,FINAL,,,23,26,,,,,,,,,,,Empower Field at Mile High,f,grass,28,9,,,,a8c4218ff65799d0e2c638a359470fbae90d9d6e947120c39cbdc3135dc44d07,2025-09-18 19:10:18.261329,2025-09-19 22:25:42.013254
2748,2023_16_LV_KC,2023,REG,16,70,57,2023-12-25 00:00:00,2023-12-25 00:00:00,FINAL,,,14,20,,,,,,,,,,,GEHA Field at Arrowhead Stadium,f,grass,38,11,,,,a14fcffafd20d8fd307ef9809af3f475433fd8b0cf38582f765f41fe1d5bafac,2025-09-18 19:10:18.26133,2025-09-19 22:25:42.013254
2749,2023_16_NYG_PHI,2023,REG,16,60,44,2023-12-25 00:00:00,2023-12-25 00:00:00,FINAL,,,33,25,,,,,,,,,,,Lincoln Financial Field,f,grass,51,5,,,,feea387310c210edef3fb46ff899600f7816fc0c4b2ad92eac6132c862fd7221,2025-09-18 19:10:18.26133,2025-09-19 22:25:42.013255
2750,2023_16_BAL_SF,2023,REG,16,38,48,2023-12-25 00:00:00,2023-12-25 00:00:00,FINAL,,,19,33,,,,,,,,,,,Levi's Stadium,f,grass,56,8,,,,cceb728582de89273e25f7c75eb72e0e6f4dde4633506e58b0f541cd9eb56b73,2025-09-18 19:10:18.261331,2025-09-19 22:25:42.013255
3203,2025_09_BAL_MIA,2025,REG,9,39,48,2025-10-30 00:00:00,2025-10-30 00:00:00,SCHEDULED,,,,,,,,,,,,,,,Hard Rock Stadium,f,grass,,,,,,,2025-09-19 00:11:29.80412,2025-09-19 22:25:42.295892
2751,2023_17_NYJ_CLE,2023,REG,17,40,67,2023-12-28 00:00:00,2023-12-28 00:00:00,FINAL,,,37,20,,,,,,,,,,,FirstEnergy Stadium,f,grass,47,6,,,,88c431c3ecd794c8390bbe8739e462878afeac1cbe047ce3c1f4a97cb7a40cc3,2025-09-18 19:10:18.261332,2025-09-19 22:25:42.013255
2752,2023_17_DET_DAL,2023,REG,17,41,69,2023-12-30 00:00:00,2023-12-30 00:00:00,FINAL,,,20,19,,,,,,,,,,,AT&T Stadium,t,matrixturf,,,,,,e0aa7cfeba6e29ceac7afc5df30d355edb562b019355e790b1c2cca081405d9d,2025-09-18 19:10:18.261332,2025-09-19 22:25:42.013256
2753,2023_17_MIA_BAL,2023,REG,17,48,39,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,56,19,,,,,,,,,,,M&T Bank Stadium,f,grass,50,7,,,,6be1da013b3f2e7f46537010ba3f4bec9ffefa9fe4f617db0edbd8c11e8ba5af,2025-09-18 19:10:18.261333,2025-09-19 22:25:42.013256
2754,2023_17_NE_BUF,2023,REG,17,71,51,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,27,21,,,,,,,,,,,New Era Field,f,a_turf,35,4,,,,92736bdcd330662ccbf8cf8c520d8c37e919b629efb513d4e88221d320a42bac,2025-09-18 19:10:18.261334,2025-09-19 22:25:42.013256
2755,2023_17_ATL_CHI,2023,REG,17,68,63,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,37,17,,,,,,,,,,,Soldier Field,f,grass,32,5,,,,777d6a814623a04867089d18e25dc842b47c1dbb4a8c5bb27249d5595a8f1df1,2025-09-18 19:10:18.261334,2025-09-19 22:25:42.013256
2756,2023_17_TEN_HOU,2023,REG,17,52,66,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,26,3,,,,,,,,,,,NRG Stadium,t,astroturf,,,,,,d5ec36c8d285a8a72cb2bd2164da077e70f2c60bf1b25dd50d63b2b40329d596,2025-09-18 19:10:18.261335,2025-09-19 22:25:42.013257
2757,2023_17_LV_IND,2023,REG,17,62,57,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,23,20,,,,,,,,,,,Lucas Oil Stadium,t,fieldturf,,,,,,ecb75f341abee5b23afa3551a8a44a10a75d97947b082ded1eaabe466380420b,2025-09-18 19:10:18.261336,2025-09-19 22:25:42.013257
2758,2023_17_CAR_JAX,2023,REG,17,61,47,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,26,0,,,,,,,,,,,TIAA Bank Stadium,f,grass,56,8,,,,2f992484f7cba5f27bae062c881e2b056030cc96bab8d5c913ae1b5649fb745e,2025-09-18 19:10:18.261336,2025-09-19 22:25:42.013257
2759,2023_17_LA_NYG,2023,REG,17,44,56,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,25,26,,,,,,,,,,,MetLife Stadium,f,fieldturf,41,10,,,,1c89f0e659a0e52d7e3a8c9c1dfa3e5e7bfc2b87f93ecc3d24c41ac07187bd87,2025-09-18 19:10:18.261337,2025-09-19 22:25:42.013258
2760,2023_17_ARI_PHI,2023,REG,17,60,54,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,31,35,,,,,,,,,,,Lincoln Financial Field,f,grass,45,9,,,,65a51873389349fa6e95097d29c00b7314a045bb54ebc302eaeb8d5122592878,2025-09-18 19:10:18.261338,2025-09-19 22:25:42.013258
2761,2023_17_NO_TB,2023,REG,17,58,50,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,13,23,,,,,,,,,,,Raymond James Stadium,f,grass,66,5,,,,c8462bd650e75c247c3ddbe0a31113e0fa9522be0e053efb2283887f2d403aa9,2025-09-18 19:10:18.261338,2025-09-19 22:25:42.013258
2762,2023_17_SF_WAS,2023,REG,17,46,38,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,10,27,,,,,,,,,,,FedExField,f,grass,48,7,,,,13a5fdde048c1ebb68bb86f8214c764cec47dc03feebf99ea26e6e42d772dfcc,2025-09-18 19:10:18.261339,2025-09-19 22:25:42.013259
2763,2023_17_PIT_SEA,2023,REG,17,45,65,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,23,30,,,,,,,,,,,Lumen Field,f,fieldturf,47,4,,,,e61046d846135b01888e3e59df0888986fe8229b7fa134e3f9b744909e23b68d,2025-09-18 19:10:18.26134,2025-09-19 22:25:42.013259
2764,2023_17_LAC_DEN,2023,REG,17,59,55,2023-12-31 00:00:00,2023-12-31 00:00:00,FINAL,,,16,9,,,,,,,,,,,Empower Field at Mile High,f,grass,41,6,,,,aaf7fbf5a5abe5f696457b6041f08a1eb68738760fe432b04f06bb5a750d9136,2025-09-18 19:10:18.26134,2025-09-19 22:25:42.013259
